d2star	AZJX01.fasta	AAOK01.fasta	NC_005835.1.fasta	JPOY01.fasta	NC_021058.1.fasta	NC_012660.1.fasta	CP000410.1.fasta	NZ_CP009789.1.fasta	NC_009481.1.fasta	ATLG01.fasta	NC_008817.1.fasta	NC_009004.1.fasta	NZ_CP009887.1.fasta	AJKU01.fasta	AZUG01.fasta	AAZW01.fasta	NC_007335.2.fasta	ADXL01.fasta	AAJM01.fasta	ANJD01.fasta	NZ_CP009494.1.fasta	NC_016856.1.fasta	NC_007712.1.fasta	AZKB01.fasta	AFAO01.fasta	NC_017731.1.fasta	NZ_CP009976.1.fasta	NC_003911.12.fasta	CP000312.1.fasta	NC_017196.2.fasta	AE014075.1.fasta	NC_002696.2.fasta	NC_004547.2.fasta	NC_022569.1.fasta	ASWV01.fasta	CP001733.1.fasta	NC_003910.7.fasta	NC_005072.1.fasta	NC_005071.1.fasta	NC_005042.1.fasta	NC_005070.1.fasta	NZ_AP012544.1.fasta	NC_015183.1.fasta	ATLH01.fasta	NZ_CP009840.1.fasta	NC_002754.1.fasta	NC_008820.1.fasta	NZ_CP006882.1.fasta	NC_008054.1.fasta	NC_008819.1.fasta	CP002491.1.fasta	NC_020528.1.fasta	NC_018679.1.fasta	NC_016810.1.fasta	NC_012971.2.fasta	NC_014010.1.fasta	CP003184.1.fasta	NC_008542.1.fasta	NC_003197.1.fasta	NC_007577.1.fasta	NC_003888.3.fasta	NC_003098.1.fasta	NC_002179.2.fasta	ATYQ01.fasta	NC_008380.1.fasta	CP002888.1.fasta	NC_007205.1.fasta	NC_014230.1.fasta	NC_006461.1.fasta	NC_015948.1.fasta	NC_007795.1.fasta
NC_022569.1.fasta	0.727353	0.751148	0.630056	0.695055	0.701274	0.776335	0.66944	0.9730119	0.742277	0.694647	0.668228	0.671287	0.697555	0.9429233	0.759477	0.776694	0.671848	0.734192	0.692623	0.799932	0.655821	0.999902489	0.9378229	0.725499	0.615144	0.813631	0.695781	0.691813	0.670583	0.70682	0.9751217	0.677112	0.93435	1	0.759374	0.815279	0.792824	0.670376	0.739931	0.664606	0.735813	0.761217	0.795544	0.697248	0.892454	0.696784	0.7408	0.736409	0.706025	0.672832	0.704931	0.765763	0.828485	0.999855171	0.972915	0.751722	0.753321	0.662607	0.999871901	0.673449	0.675175	0.669388	0.652352	0.779091	0.778963	0.690883	0.667716	0.653964	0.629409	0.7312	0.699031
ASWV01.fasta	0.64941	0.791096	0.759178	0.743134	0.608726	0.9391466	0.590882	0.749255	0.812048	0.603869	0.632126	0.596043	0.606709	0.81257	0.999657901	0.619401	0.649392	0.84192	0.629705	0.888723	0.8783	0.759021	0.808479	0.646913	0.527007	0.625282	0.604057	0.806331	0.653649	0.626145	0.743509	0.888742	0.715764	0.759374	1	0.675925	0.661736	0.637798	0.735076	0.659986	0.823852	0.655961	0.807529	0.607516	0.675724	0.620436	0.739127	0.823857	0.783987	0.652146	0.600662	0.865132	0.657661	0.759224	0.748657	0.619941	0.640177	0.854292	0.759247	0.64174	0.898766	0.590954	0.602023	0.866399	0.866463	0.593058	0.668315	0.611394	0.757457	0.787473	0.624195
CP001733.1.fasta	0.691216	0.695859	0.58217	0.677639	0.653794	0.721046	0.71192	0.820959	0.682394	0.698312	0.650446	0.705122	0.702364	0.79931	0.675784	0.782315	0.665827	0.67617	0.693561	0.713872	0.615231	0.814841	0.817136	0.690741	0.672146	0.800447	0.698042	0.62448	0.665253	0.740636	0.820471	0.623074	0.839596	0.815279	0.675925	1	0.78265	0.648228	0.712439	0.653577	0.680552	0.735302	0.738638	0.701132	0.813032	0.652186	0.713028	0.682082	0.603076	0.667497	0.726016	0.702457	0.811041	0.815387	0.821698	0.71635	0.750507	0.595985	0.81533	0.65984	0.628345	0.711786	0.66212	0.721212	0.720873	0.704195	0.639565	0.652769	0.580952	0.651827	0.699938
NC_003910.7.fasta	0.77095	0.727889	0.543706	0.63292	0.701211	0.690827	0.723365	0.806555	0.698815	0.793794	0.77727	0.776842	0.796357	0.745828	0.662179	0.883548	0.791971	0.671956	0.766237	0.701362	0.607887	0.79139	0.805674	0.768293	0.625037	0.9227496	0.793741	0.613212	0.72691	0.744845	0.813586	0.601246	0.835978	0.792824	0.661736	0.78265	1	0.778555	0.769033	0.787369	0.700184	0.764085	0.697618	0.794317	0.887875	0.696569	0.763959	0.698507	0.641628	0.79492	0.828739	0.666546	0.9034799	0.793029	0.805886	0.7221	0.749983	0.615651	0.791393	0.780413	0.61016	0.723293	0.704913	0.679039	0.678228	0.769517	0.763181	0.716809	0.542456	0.648767	0.827336
NC_005072.1.fasta	0.733788	0.713137	0.589058	0.570587	0.689581	0.641805	0.676324	0.67532	0.679293	0.797538	0.9841986	0.754016	0.800177	0.662641	0.636016	0.679038	0.9504466	0.691784	0.811638	0.614586	0.612105	0.669164	0.66671	0.73529	0.52859	0.725267	0.798844	0.563245	0.851101	0.699712	0.680285	0.598207	0.668156	0.670376	0.637798	0.648228	0.778555	1	0.772523	0.9233017	0.728755	0.637274	0.617424	0.800085	0.696213	0.687586	0.778335	0.718735	0.648793	0.9521476	0.776283	0.622345	0.693429	0.669922	0.676188	0.586937	0.762991	0.618543	0.669205	0.9824142	0.645918	0.675809	0.70364	0.622876	0.621633	0.685163	0.883325	0.719616	0.588217	0.634046	0.824278
NC_005071.1.fasta	0.738651	0.9314527	0.623818	0.663173	0.642082	0.753373	0.635672	0.747206	0.898946	0.74121	0.767884	0.655873	0.743905	0.733848	0.733228	0.773005	0.835951	0.863363	0.705254	0.729389	0.680538	0.7388	0.751776	0.740455	0.630786	0.760484	0.741909	0.626086	0.706415	0.733304	0.751667	0.680122	0.758885	0.739931	0.735076	0.712439	0.769033	0.772523	1	0.835097	0.899209	0.70117	0.722157	0.742887	0.768947	0.638854	0.99364888	0.9064342	0.672547	0.835034	0.718984	0.718005	0.746048	0.740021	0.748092	0.632858	0.725308	0.660164	0.738903	0.772538	0.697005	0.635556	0.742448	0.731117	0.731022	0.649754	0.718077	0.651307	0.624162	0.68609	0.693606
NC_005042.1.fasta	0.752701	0.75171	0.592233	0.584899	0.661801	0.662155	0.647924	0.67568	0.716659	0.8008	0.9181769	0.731181	0.803872	0.657216	0.658398	0.705246	0.9560672	0.718606	0.81477	0.638216	0.631763	0.663177	0.656506	0.756258	0.56049	0.729964	0.801345	0.584763	0.819128	0.743116	0.681736	0.622659	0.665034	0.664606	0.659986	0.653577	0.787369	0.9233017	0.835097	1	0.754312	0.648	0.622406	0.803004	0.692575	0.656567	0.837764	0.748658	0.637082	0.9552653	0.791022	0.642328	0.702458	0.664226	0.67678	0.580616	0.761057	0.641001	0.663187	0.9201351	0.6652	0.647672	0.706679	0.6371	0.636463	0.649224	0.83194	0.730996	0.592656	0.642975	0.816085
NC_005070.1.fasta	0.680367	0.9620768	0.700222	0.708179	0.640376	0.820956	0.607336	0.734645	0.9561015	0.690503	0.721978	0.62114	0.693778	0.760671	0.821416	0.687847	0.761852	0.9505192	0.68182	0.774829	0.772491	0.735037	0.779266	0.682012	0.553739	0.676138	0.691223	0.701472	0.706761	0.672333	0.735371	0.778813	0.726424	0.735813	0.823852	0.680552	0.700184	0.728755	0.899209	0.754312	1	0.670729	0.755117	0.692957	0.713287	0.641866	0.9048582	0.9852114	0.707808	0.762209	0.666668	0.772302	0.684626	0.735864	0.735168	0.614745	0.704151	0.714431	0.735495	0.729756	0.789877	0.607357	0.675014	0.782613	0.782442	0.622298	0.721111	0.642893	0.699546	0.726461	0.681986
NZ_AP012544.1.fasta	0.790735	0.692454	0.57073	0.647525	0.659565	0.671427	0.690996	0.765992	0.668997	0.695309	0.642732	0.693966	0.697045	0.717917	0.657262	0.72802	0.644275	0.653219	0.659702	0.698562	0.654221	0.761264	0.752272	0.7875	0.592164	0.75257	0.694582	0.642911	0.625358	0.733727	0.77045	0.613326	0.787607	0.761217	0.655961	0.735302	0.764085	0.637274	0.70117	0.648	0.670729	1	0.727386	0.695781	0.77121	0.659741	0.701833	0.668748	0.684233	0.641308	0.763393	0.70085	0.736945	0.762131	0.76619	0.738449	0.674619	0.647737	0.760998	0.64459	0.638219	0.690994	0.669854	0.714599	0.715255	0.728909	0.624477	0.652247	0.571778	0.667071	0.69939
NC_015183.1.fasta	0.668145	0.758078	0.663215	0.82231	0.698383	0.801784	0.667836	0.794041	0.763209	0.653595	0.615496	0.63887	0.65596	0.830754	0.80948	0.687712	0.624933	0.760372	0.630097	0.838203	0.755797	0.795294	0.827867	0.665658	0.568233	0.700298	0.653488	0.848843	0.631083	0.693438	0.793441	0.802923	0.801454	0.795544	0.807529	0.738638	0.697618	0.617424	0.722157	0.622406	0.755117	0.727386	1	0.656167	0.75038	0.698761	0.722396	0.760271	0.704893	0.627322	0.620003	0.9413114	0.740183	0.795906	0.793608	0.787437	0.70403	0.779352	0.795386	0.620591	0.755515	0.66783	0.624987	0.9531135	0.9531725	0.677819	0.658921	0.649068	0.663408	0.731611	0.613055
ATLH01.fasta	0.734884	0.704237	0.602185	0.585795	0.665452	0.614689	0.731176	0.695867	0.677839	0.9985672	0.79409	0.773318	0.99873097	0.675458	0.607319	0.724384	0.776655	0.673552	0.782304	0.618555	0.584791	0.696154	0.696495	0.736765	0.64017	0.764202	0.99859428	0.559412	0.785573	0.739194	0.702433	0.582354	0.705764	0.697248	0.607516	0.701132	0.794317	0.800085	0.742887	0.803004	0.692957	0.695781	0.656167	1	0.73262	0.654057	0.739056	0.693169	0.602426	0.779467	0.802426	0.642649	0.746746	0.697091	0.696737	0.650942	0.801971	0.575662	0.696249	0.800904	0.611554	0.730789	0.785919	0.642883	0.642067	0.758278	0.797481	0.866025	0.60176	0.636053	0.800341
NZ_CP009840.1.fasta	0.727553	0.749442	0.551889	0.69621	0.699391	0.723445	0.706876	0.9014311	0.724268	0.731664	0.69346	0.720411	0.733739	0.825249	0.6761	0.867619	0.71371	0.692679	0.704394	0.757772	0.608678	0.891551	0.869789	0.725863	0.639993	0.9223802	0.732155	0.648821	0.664956	0.719034	0.9073597	0.601819	0.9360786	0.892454	0.675724	0.813032	0.887875	0.696213	0.768947	0.692575	0.713287	0.77121	0.75038	0.73262	1	0.689526	0.764616	0.715605	0.643127	0.714871	0.755489	0.693588	0.884743	0.892614	0.9012738	0.769756	0.742374	0.616121	0.891582	0.697149	0.60207	0.706787	0.691481	0.710661	0.71043	0.742172	0.687878	0.654329	0.551124	0.686868	0.722449
NC_002754.1.fasta	0.636634	0.623342	0.585687	0.619002	0.979882	0.604548	0.679795	0.698175	0.616159	0.651685	0.686568	0.661462	0.655372	0.674636	0.621048	0.636216	0.664407	0.629628	0.729438	0.60338	0.611019	0.697284	0.711481	0.637666	0.550374	0.666587	0.652564	0.612066	0.734844	0.652834	0.70287	0.589353	0.682897	0.696784	0.620436	0.652186	0.696569	0.687586	0.638854	0.656567	0.641866	0.659741	0.698761	0.654057	0.689526	1	0.637829	0.63841	0.648879	0.663368	0.665692	0.671744	0.700373	0.697288	0.698814	0.625196	0.739687	0.58131	0.696993	0.693035	0.621286	0.679808	0.565615	0.676834	0.676712	0.699739	0.688667	0.671779	0.585432	0.640425	0.712218
NC_008820.1.fasta	0.742364	0.9312181	0.623349	0.662174	0.639352	0.755192	0.636019	0.748582	0.897242	0.737072	0.77327	0.658119	0.739926	0.736325	0.736926	0.76528	0.840715	0.863794	0.708347	0.729647	0.684307	0.739655	0.751599	0.744244	0.623799	0.754706	0.73788	0.627551	0.713625	0.733689	0.752822	0.680913	0.758249	0.7408	0.739127	0.713028	0.763959	0.778335	0.99364888	0.837764	0.9048582	0.701833	0.722396	0.739056	0.764616	0.637829	1	0.9073596	0.680787	0.840065	0.720125	0.721761	0.73712	0.740863	0.74941	0.632746	0.725492	0.668214	0.739788	0.777341	0.703076	0.635921	0.741702	0.734611	0.734431	0.647207	0.723433	0.65193	0.623757	0.691879	0.697009
NZ_CP006882.1.fasta	0.676159	0.967648	0.705542	0.714936	0.638518	0.830096	0.601885	0.735396	0.9675658	0.691207	0.711834	0.610106	0.694082	0.764689	0.822126	0.703071	0.755637	0.9611939	0.672668	0.784084	0.782393	0.735644	0.77565	0.67766	0.560029	0.678393	0.691849	0.705926	0.691679	0.670964	0.735134	0.786876	0.729679	0.736409	0.823857	0.682082	0.698507	0.718735	0.9064342	0.748658	0.9852114	0.668748	0.760271	0.693169	0.715605	0.63841	0.9073596	1	0.70307	0.756414	0.655564	0.777651	0.700867	0.736409	0.736164	0.614527	0.698226	0.713477	0.736048	0.720762	0.792697	0.601895	0.677861	0.788638	0.788433	0.619025	0.708818	0.643335	0.704989	0.723744	0.668738
NC_008054.1.fasta	0.713382	0.682775	0.714269	0.639314	0.638345	0.751834	0.644364	0.70522	0.681534	0.60013	0.647438	0.623935	0.601344	0.704322	0.784284	0.578493	0.640041	0.710939	0.650037	0.720185	0.724307	0.706352	0.709498	0.712402	0.5253	0.60534	0.601664	0.664039	0.649318	0.644895	0.704394	0.720038	0.660063	0.706025	0.783987	0.603076	0.641628	0.648793	0.672547	0.637082	0.707808	0.684233	0.704893	0.602426	0.643127	0.648879	0.680787	0.70307	1	0.641832	0.648563	0.752578	0.610212	0.707168	0.704734	0.559846	0.636184	0.724715	0.706644	0.647226	0.76755	0.644251	0.59898	0.737181	0.737295	0.629053	0.655061	0.570755	0.713333	0.688653	0.628572
NC_008819.1.fasta	0.755941	0.758505	0.575622	0.58843	0.665252	0.661801	0.665558	0.682291	0.719013	0.776329	0.9498966	0.742169	0.780172	0.662077	0.650327	0.720621	0.99511667	0.721868	0.811169	0.637528	0.611749	0.671256	0.672546	0.757652	0.554071	0.749231	0.777369	0.575015	0.824609	0.729246	0.688031	0.602945	0.689409	0.672832	0.652146	0.667497	0.79492	0.9521476	0.835034	0.9552653	0.762209	0.641308	0.627322	0.779467	0.714871	0.663368	0.840065	0.756414	0.641832	1	0.793601	0.629006	0.71413	0.672299	0.683477	0.593236	0.753515	0.62514	0.671298	0.9482442	0.644982	0.665189	0.693554	0.63076	0.629564	0.665255	0.858049	0.689605	0.575412	0.638315	0.815941
CP002491.1.fasta	0.811789	0.675767	0.548152	0.558121	0.673093	0.589363	0.79121	0.714363	0.641382	0.800015	0.773587	0.839391	0.802673	0.663003	0.599687	0.75727	0.791859	0.633804	0.875527	0.588654	0.551761	0.704126	0.711382	0.81182	0.615022	0.818408	0.800534	0.544697	0.750832	0.818947	0.721586	0.53937	0.738452	0.704931	0.600662	0.726016	0.828739	0.776283	0.718984	0.791022	0.666668	0.763393	0.620003	0.802426	0.755489	0.665692	0.720125	0.655564	0.648563	0.793601	1	0.604446	0.742795	0.705449	0.714942	0.637066	0.756528	0.567592	0.704378	0.773916	0.592289	0.791045	0.691939	0.60765	0.607357	0.79258	0.749114	0.701863	0.54796	0.651908	0.86314
NC_020528.1.fasta	0.665885	0.757334	0.722449	0.804376	0.663589	0.826085	0.621854	0.757013	0.773515	0.640287	0.616234	0.615637	0.642846	0.810026	0.866273	0.64101	0.627447	0.795918	0.625111	0.822291	0.826564	0.765772	0.797237	0.663768	0.530714	0.648084	0.640573	0.854774	0.646372	0.675538	0.754661	0.868305	0.738651	0.765763	0.865132	0.702457	0.666546	0.622345	0.718005	0.642328	0.772302	0.70085	0.9413114	0.642649	0.693588	0.671744	0.721761	0.777651	0.752578	0.629006	0.604446	1	0.689164	0.766105	0.757145	0.704052	0.6872	0.851173	0.765926	0.627243	0.840523	0.621849	0.619907	0.9812574	0.9814858	0.631375	0.653441	0.648271	0.722606	0.75548	0.60782
NC_018679.1.fasta	0.695503	0.731037	0.555653	0.65034	0.710113	0.710525	0.694705	0.837853	0.71371	0.746397	0.691061	0.696051	0.749844	0.791298	0.658877	0.9238335	0.713103	0.687958	0.730237	0.72516	0.606002	0.82753	0.837553	0.693199	0.655013	0.893672	0.746883	0.608703	0.661026	0.757282	0.841117	0.599119	0.871608	0.828485	0.657661	0.811041	0.9034799	0.693429	0.746048	0.702458	0.684626	0.736945	0.740183	0.746746	0.884743	0.700373	0.73712	0.700867	0.610212	0.71413	0.742795	0.689164	1	0.828394	0.838068	0.712834	0.777599	0.602535	0.827526	0.69853	0.599657	0.694611	0.656547	0.710115	0.709631	0.72684	0.69634	0.701362	0.55402	0.677826	0.763559
NC_016810.1.fasta	0.728081	0.751293	0.630402	0.695038	0.701725	0.775688	0.66949	0.9731669	0.742547	0.694524	0.667958	0.671546	0.697413	0.9426261	0.759336	0.776269	0.671234	0.734008	0.692863	0.799874	0.655444	0.999900346	0.9379687	0.726198	0.6155	0.813936	0.695637	0.691739	0.670287	0.707769	0.9754288	0.676506	0.9343703	0.999855171	0.759224	0.815387	0.793029	0.669922	0.740021	0.664226	0.735864	0.762131	0.795906	0.697091	0.892614	0.697288	0.740863	0.736409	0.707168	0.672299	0.705449	0.766105	0.828394	1	0.9730931	0.752233	0.753401	0.66254	0.999886142	0.673031	0.675216	0.669437	0.651975	0.779151	0.77903	0.690937	0.666975	0.653327	0.629751	0.731437	0.699141
NC_012971.2.fasta	0.728692	0.756252	0.619089	0.703214	0.703384	0.775414	0.668316	0.999450447	0.741043	0.694186	0.674732	0.68315	0.697522	0.9271031	0.748975	0.792923	0.68319	0.727682	0.700746	0.806585	0.660443	0.9725416	0.9070591	0.727812	0.609118	0.822029	0.695316	0.691028	0.67837	0.705132	0.99751904	0.665121	0.934112	0.972915	0.748657	0.821698	0.805886	0.676188	0.748092	0.67678	0.735168	0.76619	0.793608	0.696737	0.9012738	0.698814	0.74941	0.736164	0.704734	0.683477	0.714942	0.757145	0.838068	0.9730931	1	0.766919	0.75075	0.661291	0.972713	0.682681	0.669377	0.668247	0.654825	0.770633	0.770865	0.69289	0.673837	0.658169	0.618496	0.72812	0.708126
NC_014010.1.fasta	0.646861	0.636224	0.545074	0.774483	0.628293	0.655165	0.671585	0.767198	0.622501	0.650446	0.588316	0.655785	0.651033	0.738593	0.621255	0.690005	0.591137	0.595473	0.598073	0.721704	0.59791	0.751126	0.752567	0.642814	0.570851	0.730592	0.648796	0.750276	0.593565	0.639102	0.769189	0.624238	0.787368	0.751722	0.619941	0.71635	0.7221	0.586937	0.632858	0.580616	0.614745	0.738449	0.787437	0.650942	0.769756	0.625196	0.632746	0.614527	0.559846	0.593236	0.637066	0.704052	0.712834	0.752233	0.766919	1	0.633848	0.619255	0.750848	0.590095	0.572532	0.671519	0.602627	0.724818	0.725001	0.693228	0.614658	0.643157	0.544979	0.62871	0.625171
CP003184.1.fasta	0.688434	0.699	0.622212	0.618093	0.752734	0.631922	0.720783	0.748527	0.67792	0.799684	0.762164	0.737011	0.80406	0.734149	0.639636	0.711746	0.75022	0.684367	0.797553	0.615753	0.603333	0.752811	0.762484	0.691784	0.619286	0.747206	0.799928	0.588019	0.817252	0.772447	0.753298	0.596352	0.753557	0.753321	0.640177	0.750507	0.749983	0.762991	0.725308	0.761057	0.704151	0.674619	0.70403	0.801971	0.742374	0.739687	0.725492	0.698226	0.636184	0.753515	0.756528	0.6872	0.777599	0.753401	0.75075	0.633848	1	0.587432	0.753013	0.762864	0.629754	0.720397	0.68673	0.696914	0.696221	0.721669	0.758917	0.759597	0.622221	0.689807	0.814018
NC_008542.1.fasta	0.626069	0.688727	0.659826	0.747321	0.565871	0.818606	0.590761	0.662029	0.704139	0.573693	0.611016	0.588164	0.575902	0.740205	0.85403	0.578555	0.623784	0.742678	0.585977	0.805501	0.85277	0.662121	0.690307	0.625214	0.488834	0.588641	0.57404	0.799929	0.623431	0.591781	0.657731	0.832119	0.664945	0.662607	0.854292	0.595985	0.615651	0.618543	0.660164	0.641001	0.714431	0.647737	0.779352	0.575662	0.616121	0.58131	0.668214	0.713477	0.724715	0.62514	0.567592	0.851173	0.602535	0.66254	0.661291	0.619255	0.587432	1	0.662192	0.61759	0.829378	0.590608	0.581468	0.841746	0.841907	0.583125	0.631894	0.604378	0.659978	0.737945	0.581522
NC_003197.1.fasta	0.726812	0.750531	0.630856	0.695137	0.701485	0.775994	0.668904	0.9727874	0.741987	0.693637	0.667077	0.670337	0.696552	0.9429527	0.759383	0.775422	0.670332	0.734115	0.692312	0.799494	0.655753	0.999937624	0.9377102	0.724967	0.615	0.812672	0.694788	0.692046	0.669902	0.706928	0.9747508	0.677214	0.9339876	0.999871901	0.759247	0.81533	0.791393	0.669205	0.738903	0.663187	0.735495	0.760998	0.795386	0.696249	0.891582	0.696993	0.739788	0.736048	0.706644	0.671298	0.704378	0.765926	0.827526	0.999886142	0.972713	0.750848	0.753013	0.662192	1	0.672284	0.675356	0.66886	0.651434	0.779201	0.779086	0.690241	0.666728	0.653032	0.630216	0.731054	0.698344
NC_007577.1.fasta	0.735714	0.714137	0.591299	0.573037	0.694002	0.643722	0.673654	0.681756	0.680663	0.798277	0.9799429	0.751842	0.801219	0.666558	0.639994	0.683497	0.9469983	0.694918	0.807767	0.615492	0.616792	0.672208	0.671493	0.737314	0.528438	0.724927	0.799777	0.564497	0.848957	0.698657	0.686547	0.603571	0.670657	0.673449	0.64174	0.65984	0.780413	0.9824142	0.772538	0.9201351	0.729756	0.64459	0.620591	0.800904	0.697149	0.693035	0.777341	0.720762	0.647226	0.9482442	0.773916	0.627243	0.69853	0.673031	0.682681	0.590095	0.762864	0.61759	0.672284	1	0.65211	0.673217	0.708219	0.628304	0.627331	0.688031	0.881159	0.729305	0.590332	0.632808	0.827211
NC_003888.3.fasta	0.625528	0.741362	0.803993	0.731657	0.60582	0.842195	0.57679	0.669511	0.760673	0.609917	0.637406	0.597887	0.611478	0.746879	0.897243	0.578055	0.645286	0.813376	0.625747	0.787891	0.9166807	0.674957	0.715717	0.624399	0.491771	0.566697	0.609729	0.784872	0.654671	0.62301	0.661756	0.886584	0.638593	0.675175	0.898766	0.628345	0.61016	0.645918	0.697005	0.6652	0.789877	0.638219	0.755515	0.611554	0.60207	0.621286	0.703076	0.792697	0.76755	0.644982	0.592289	0.840523	0.599657	0.675216	0.669377	0.572532	0.629754	0.829378	0.675356	0.65211	1	0.576767	0.591235	0.827418	0.828133	0.578203	0.644404	0.604813	0.802334	0.798599	0.614171
NC_003098.1.fasta	0.713529	0.610016	0.53751	0.610183	0.675348	0.604184	0.999975486	0.668295	0.60461	0.727723	0.674285	0.846389	0.732343	0.670793	0.590492	0.705038	0.661363	0.605832	0.762404	0.613	0.564456	0.668639	0.703764	0.714446	0.621961	0.744583	0.728882	0.576858	0.726668	0.720908	0.674143	0.561294	0.718182	0.669388	0.590954	0.711786	0.723293	0.675809	0.635556	0.647672	0.607357	0.690994	0.66783	0.730789	0.706787	0.679808	0.635921	0.601895	0.644251	0.665189	0.791045	0.621849	0.694611	0.669437	0.668247	0.671519	0.720397	0.590608	0.66886	0.673217	0.576767	1	0.680003	0.627997	0.627771	0.9361557	0.681006	0.664049	0.536591	0.654136	0.734944
NC_002179.2.fasta	0.687154	0.708339	0.577987	0.588612	0.566503	0.62714	0.680145	0.653675	0.68762	0.78485	0.704451	0.701184	0.785955	0.64097	0.601733	0.681723	0.691715	0.663769	0.630628	0.611953	0.588219	0.651243	0.643096	0.688654	0.637306	0.706154	0.785798	0.550031	0.682508	0.65613	0.655813	0.597672	0.671521	0.652352	0.602023	0.66212	0.704913	0.70364	0.742448	0.706679	0.675014	0.669854	0.624987	0.785919	0.691481	0.565615	0.741702	0.677861	0.59898	0.693554	0.691939	0.619907	0.656547	0.651975	0.654825	0.602627	0.68673	0.581468	0.651434	0.708219	0.591235	0.680003	1	0.628549	0.628256	0.706983	0.685315	0.710543	0.578758	0.58134	0.666071
ATYQ01.fasta	0.673333	0.773632	0.68937	0.811874	0.673207	0.836617	0.627973	0.770471	0.784721	0.640415	0.616882	0.615041	0.64278	0.825177	0.867109	0.66013	0.628581	0.799326	0.624184	0.82546	0.82713	0.779009	0.822668	0.671051	0.53666	0.664333	0.640284	0.856451	0.641689	0.68721	0.7673	0.860076	0.76363	0.779091	0.866399	0.721212	0.679039	0.622876	0.731117	0.6371	0.782613	0.714599	0.9531135	0.642883	0.710661	0.676834	0.734611	0.788638	0.737181	0.63076	0.60765	0.9812574	0.710115	0.779151	0.770633	0.724818	0.696914	0.841746	0.779201	0.628304	0.827418	0.627997	0.628549	1	0.999622445	0.642827	0.656185	0.647738	0.689342	0.762411	0.61336
NC_008380.1.fasta	0.672935	0.773334	0.690534	0.812426	0.672986	0.836611	0.627756	0.770706	0.784571	0.639647	0.615825	0.614659	0.642059	0.824732	0.867209	0.659876	0.627486	0.799031	0.624043	0.82578	0.827869	0.778895	0.822012	0.670687	0.537149	0.663785	0.639512	0.856833	0.641349	0.687026	0.767577	0.860186	0.763509	0.778963	0.866463	0.720873	0.678228	0.621633	0.731022	0.636463	0.782442	0.715255	0.9531725	0.642067	0.71043	0.676712	0.734431	0.788433	0.737295	0.629564	0.607357	0.9814858	0.709631	0.77903	0.770865	0.725001	0.696221	0.841907	0.779086	0.627331	0.828133	0.627771	0.628256	0.999622445	1	0.642811	0.655033	0.647351	0.690544	0.76308	0.613538
CP002888.1.fasta	0.740216	0.628337	0.532206	0.605469	0.703291	0.601205	0.9360911	0.693009	0.616052	0.756398	0.68588	0.837427	0.759463	0.680156	0.593012	0.731167	0.661946	0.616164	0.736003	0.610381	0.571244	0.690207	0.725863	0.741257	0.606952	0.773776	0.757121	0.578599	0.720734	0.701788	0.699496	0.564698	0.735886	0.690883	0.593058	0.704195	0.769517	0.685163	0.649754	0.649224	0.622298	0.728909	0.677819	0.758278	0.742172	0.699739	0.647207	0.619025	0.629053	0.665255	0.79258	0.631375	0.72684	0.690937	0.69289	0.693228	0.721669	0.583125	0.690241	0.688031	0.578203	0.9361557	0.706983	0.642827	0.642811	1	0.696946	0.688067	0.531176	0.653075	0.753433
NC_007205.1.fasta	0.727585	0.697516	0.604379	0.600637	0.692295	0.672251	0.681286	0.67392	0.669919	0.79298	0.879161	0.746362	0.796586	0.673819	0.667038	0.671665	0.853906	0.695265	0.80647	0.644761	0.614343	0.666616	0.685614	0.727264	0.546185	0.714084	0.794618	0.605862	0.847091	0.678645	0.676492	0.628911	0.667987	0.667716	0.668315	0.639565	0.763181	0.883325	0.718077	0.83194	0.721111	0.624477	0.658921	0.797481	0.687878	0.688667	0.723433	0.708818	0.655061	0.858049	0.749114	0.653441	0.69634	0.666975	0.673837	0.614658	0.758917	0.631894	0.666728	0.881159	0.644404	0.681006	0.685315	0.656185	0.655033	0.696946	1	0.759923	0.602641	0.620856	0.832103
NC_014230.1.fasta	0.634543	0.637568	0.597433	0.588271	0.675239	0.62007	0.664106	0.656846	0.629911	0.864573	0.712406	0.683162	0.8652	0.649456	0.611361	0.667129	0.687426	0.647473	0.737019	0.613345	0.603418	0.653284	0.648934	0.638416	0.575315	0.681402	0.86409	0.585271	0.75649	0.653202	0.659309	0.607503	0.649692	0.653964	0.611394	0.652769	0.716809	0.719616	0.651307	0.730996	0.642893	0.652247	0.649068	0.866025	0.654329	0.671779	0.65193	0.643335	0.570755	0.689605	0.701863	0.648271	0.701362	0.653327	0.658169	0.643157	0.759597	0.604378	0.653032	0.729305	0.604813	0.664049	0.710543	0.647738	0.647351	0.688067	0.759923	1	0.597601	0.616905	0.780488
